ctype1,status,label,text,text_cleaned,text_splited
,IGNORE,IGNORE,恭喜您成为浦发信用卡中心优质受邀客户您尾号9141浦发信用卡有一笔24952.00元的消费可申请自由分期回复JYFQ空格）0093空格）9141即可申请分12期还款每期应还款额2263.98元7/31前首次办理即可享50元分期手续费减免详见信用卡官网浦发银行】,恭喜您成为浦发信用卡中心优质受邀客户您尾号9141浦发信用卡有一笔24952 00元的消费可申请自由分期回复JYFQ空格 0093空格 9141即可申请分12期还款每期应还款额2263 98元7 31前首次办理即可享50元分期手续费减免详见信用卡官网浦发银行 ,恭喜 您 成为 浦发 信用卡 中心 优质 受邀 客户 您 尾号 9141 浦发 信用卡 有 一笔 24952   00 元 的 消费 可 申请 自由 分期 回复 JYFQ 空格   0093 空格   9141 即可 申请 分 12 期 还款 每期 应 还款额 2263   98 元 7   31 前 首次 办理 即可 享 50 元 分期 手续费 减免 详见 信用卡 官网 浦发银行  
,IGNORE,IGNORE,恭喜您成为浦发信用卡中心优质受邀客户回复ZDFQ空格）2768成功将您尾号2768的浦发信用卡当期已出账单分12期还款7/31前首次通过自助渠道成功办理单笔满3千元的账单分期即可享50元分期手续费减免详见信用卡官网浦发银行】,恭喜您成为浦发信用卡中心优质受邀客户回复ZDFQ空格 2768成功将您尾号2768的浦发信用卡当期已出账单分12期还款7 31前首次通过自助渠道成功办理单笔满3千元的账单分期即可享50元分期手续费减免详见信用卡官网浦发银行 ,恭喜 您 成为 浦发 信用卡 中心 优质 受邀 客户 回复 ZDFQ 空格   2768 成功 将 您 尾号 2768 的 浦发 信用卡 当期 已出 账单 分 12 期 还款 7   31 前 首次 通过 自助 渠道 成功 办理 单笔 满 3 千元 的 账单 分期 即可 享 50 元 分期 手续费 减免 详见 信用卡 官网 浦发银行  
,IGNORE,IGNORE,我行根据您名下浦发信用卡近期交易情况可能将对您尾号1444的信用卡进行降额或冻结处理。建议您申请我行吉利白金信用卡及分期产品之后将由我行客户经理或服务,我行根据您名下浦发信用卡近期交易情况可能将对您尾号1444的信用卡进行降额或冻结处理 建议您申请我行吉利白金信用卡及分期产品之后将由我行客户经理或服务,我行 根据 您 名下 浦发 信用卡 近期 交易 情况 可能 将 对 您 尾号 1444 的 信用卡 进行 降额 或 冻结 处理   建议您 申请 我行 吉利 白金 信用卡 及 分期 产品 之后 将 由 我行 客户经理 或 服务
,IGNORE,IGNORE,信用卡0308于12月4日16:25预授权人民币645.00记账金额以账单显示为准。圣诞新年礼物都准备好了吗现在登录小浦海淘鞋靴箱包饰品美妆应有尽有入手正当时。http://dwz,信用卡0308于12月4日16 25预授权人民币645 00记账金额以账单显示为准 圣诞新年礼物都准备好了吗现在登录小浦海淘鞋靴箱包饰品美妆应有尽有入手正当时 http dwz,信用卡 0308 于 12 月 4 日 16   25 预 授权 人民币 645   00 记账 金额 以 账单 显示 为准   圣诞 新年礼物 都 准备 好了吗 现在 登录 小浦海 淘鞋 靴 箱包 饰品 美妆 应有尽有 入手 正 当时   http   dwz
,IGNORE,IGNORE,信用卡0408于12月12日22:39（bill.itunes.）预授权人民币198.00记账金额以账单显示为准。圣诞新年礼物都准备好了吗现在登录小浦海淘鞋靴箱包饰品美妆应有尽有入手正当时。http://dwz,信用卡0408于12月12日22 39 bill itunes 预授权人民币198 00记账金额以账单显示为准 圣诞新年礼物都准备好了吗现在登录小浦海淘鞋靴箱包饰品美妆应有尽有入手正当时 http dwz,信用卡 0408 于 12 月 12 日 22   39   bill   itunes   预 授权 人民币 198   00 记账 金额 以 账单 显示 为准   圣诞 新年礼物 都 准备 好了吗 现在 登录 小浦海 淘鞋 靴 箱包 饰品 美妆 应有尽有 入手 正 当时   http   dwz
,IGNORE,IGNORE,尊敬的客户诚邀您办理我行信用卡申请即免年费核卡激活并完成官方微信关注等操作更可获赠58元刷卡金等奖励点击http://dwz,尊敬的客户诚邀您办理我行信用卡申请即免年费核卡激活并完成官方微信关注等操作更可获赠58元刷卡金等奖励点击http dwz,尊敬 的 客户 诚邀 您 办理 我行 信用卡 申请 即免 年费 核卡 激活 并 完成 官方 微信 关注 等 操作 更 可 获赠 58 元 刷卡 金等 奖励 点击 http   dwz
INCOME,SUCCESS,INCOME,浦发银行】吉利白金信用卡账户于8月8日88:88转入人民币88888.88元您本期人民币账单已还清若有美元欠款请您另行还款当前人民币可用额度88888.88如有疑问咨询客服,浦发银行 吉利白金信用卡账户于8月8日88 88转入人民币88888 88元您本期人民币账单已还清若有美元欠款请您另行还款当前人民币可用额度88888 88如有疑问咨询客服,浦发银行   吉利 白金 信用卡 账户 于 8 月 8 日 88   88 转入 人民币 88888   88 元 您 本期 人民币 账单 已 还清 若有 美元 欠款 请 您 另行 还款 当前 人民币 可用 额度 88888   88 如有 疑问 咨询 客服
LOAN,SUCCESS,LOAN,您尾号8888浦发信用卡随借金888.88元本金已到期利息为8.88元当期账单未还金额88888.88元其中可分期金额88次还款款项优先冲还已出账/待续浦发银行】,您尾号8888浦发信用卡随借金888 88元本金已到期利息为8 88元当期账单未还金额88888 88元其中可分期金额88次还款款项优先冲还已出账 待续浦发银行 ,您 尾号 8888 浦发 信用卡 随借金 888   88 元 本金 已 到期 利息 为 8   88 元 当期 账单 未 还 金额 88888   88 元 其中 可 分期 金额 88 次 还款 款项 优先 冲 还 已 出账   待续 浦发银行  
LOAN,SUCCESS,LOAN,您尾号8888浦发信用卡随借金888.88元本金已到期利息为8.88元当期账单未还金额8888.88元其中可分期金额888.88元。请按时将支取本金应付利息和一次性手续费全额偿还至信用卡以免产生额外费息若您的已出账单中还有未偿还金额则本次还款款项优先冲还已出账单金/待续浦发银行】,您尾号8888浦发信用卡随借金888 88元本金已到期利息为8 88元当期账单未还金额8888 88元其中可分期金额888 88元 请按时将支取本金应付利息和一次性手续费全额偿还至信用卡以免产生额外费息若您的已出账单中还有未偿还金额则本次还款款项优先冲还已出账单金 待续浦发银行 ,您 尾号 8888 浦发 信用卡 随借金 888   88 元 本金 已 到期 利息 为 8   88 元 当期 账单 未 还 金额 8888   88 元 其中 可 分期 金额 888   88 元   请 按时 将 支取 本金 应付 利息 和 一次性 手续费 全额 偿还 至 信用卡 以免 产生 额外 费息 若 您 的 已出 账单 中 还有 未 偿还 金额 则 本次 还款 款项 优先 冲 还 已出 账单 金   待续 浦发银行  
INCOME,SUCCESS,INCOME,浦发银行】尊敬的客户您尾号8888的浦发信用卡电子现金账户圈存余额88.88已退回您的信用卡账户。您可以登陆“浦大喜奔”APP搜索账单明细轻松了解账务情况。,浦发银行 尊敬的客户您尾号8888的浦发信用卡电子现金账户圈存余额88 88已退回您的信用卡账户 您可以登陆 浦大喜奔 APP搜索账单明细轻松了解账务情况 ,浦发银行   尊敬 的 客户 您 尾号 8888 的 浦发 信用卡 电子 现金 账户 圈存 余额 88   88 已 退回 您 的 信用卡 账户   您 可以 登陆   浦 大喜 奔   APP 搜索 账单 明细 轻松 了解 账务 情况  
,IGNORE,IGNORE,浦发银行】尊敬的客户您浦发银行信用卡尾号8888于8月8日88:88的人民币888.88的消费退货申请我行会尽快为您处理款项退货到帐后会另行短信通知敬请留意,浦发银行 尊敬的客户您浦发银行信用卡尾号8888于8月8日88 88的人民币888 88的消费退货申请我行会尽快为您处理款项退货到帐后会另行短信通知敬请留意,浦发银行   尊敬 的 客户 您 浦发银行 信用卡 尾号 8888 于 8 月 8 日 88   88 的 人民币 888   88 的 消费 退货 申请 我行 会 尽快 为 您 处理 款项 退货 到 帐 后会 另行 短信 通知 敬请 留意
,IGNORE,IGNORE,浦发银行】尊敬的客户您浦发银行信用卡尾号8888于8月8日88:88的美元888.88的消费退货申请我行会尽快为您处理款项退货到帐后会另行短信通知敬请留意,浦发银行 尊敬的客户您浦发银行信用卡尾号8888于8月8日88 88的美元888 88的消费退货申请我行会尽快为您处理款项退货到帐后会另行短信通知敬请留意,浦发银行   尊敬 的 客户 您 浦发银行 信用卡 尾号 8888 于 8 月 8 日 88   88 的 美元 888   88 的 消费 退货 申请 我行 会 尽快 为 您 处理 款项 退货 到 帐 后会 另行 短信 通知 敬请 留意
BILLREMIND,SUCCESS,BILLREMIND,您88年88月账单人民币总溢缴款8.88元最低还款额8.88元最后还款日8月8日,您88年88月账单人民币总溢缴款8 88元最低还款额8 88元最后还款日8月8日,您 88 年 88 月 账单 人民币 总溢 缴款 8   88 元 最低 还款额 8   88 元 最后 还款 日 8 月 8 日
,IGNORE,IGNORE,尊敬的客户您尾号8888的浦发信用卡88月88日88时88分消费人民币88888.88元因属房产类相关商户交易导致失败。为严格落实信用卡资金用途管控的相关规定我行信用卡限制房产类商户下交易含房产企业旗下的商户交易如酒店百货等）请您谅解。浦发银行】,尊敬的客户您尾号8888的浦发信用卡88月88日88时88分消费人民币88888 88元因属房产类相关商户交易导致失败 为严格落实信用卡资金用途管控的相关规定我行信用卡限制房产类商户下交易含房产企业旗下的商户交易如酒店百货等 请您谅解 浦发银行 ,尊敬 的 客户 您 尾号 8888 的 浦发 信用卡 88 月 88 日 88 时 88 分 消费 人民币 88888   88 元 因属 房产 类 相关 商户 交易 导致 失败   为 严格 落实 信用卡 资金 用途 管控 的 相关 规定 我行 信用卡 限制 房产 类 商户 下 交易 含 房产 企业 旗下 的 商户 交易 如 酒店 百货 等   请 您 谅解   浦发银行  
,IGNORE,IGNORE,浦发银行】尊敬的客户您尾号为8888的浦发信用卡因取现金额超限于88:88取现人民币8888.88元失败。,浦发银行 尊敬的客户您尾号为8888的浦发信用卡因取现金额超限于88 88取现人民币8888 88元失败 ,浦发银行   尊敬 的 客户 您 尾号 为 8888 的 浦发 信用卡 因取 现金额 超限 于 88   88 取现 人民币 8888   88 元 失败  
STATUS,SUCCESS,STATUS,浦发信用卡】尊敬的客户您尾号1111的信用卡已于1111年11月11日11:11:11信用卡激活成功交易密码设置成功会员快捷签约成功如有疑问可拨打客服,浦发信用卡 尊敬的客户您尾号1111的信用卡已于1111年11月11日11 11 11信用卡激活成功交易密码设置成功会员快捷签约成功如有疑问可拨打客服,浦发 信用卡   尊敬 的 客户 您 尾号 1111 的 信用卡 已于 1111 年 11 月 11 日 11   11   11 信用卡 激活 成功 交易 密码 设置 成功 会员 快捷 签约 成功 如 有 疑问 可拨打 客服
STATUS,SUCCESS,STATUS,浦发信用卡】尊敬的客户您尾号1111的信用卡已于1111年11月11日11:11:11交易密码设置成功会员快捷签约成功交易凭密设置成功如有疑问可拨打客服,浦发信用卡 尊敬的客户您尾号1111的信用卡已于1111年11月11日11 11 11交易密码设置成功会员快捷签约成功交易凭密设置成功如有疑问可拨打客服,浦发 信用卡   尊敬 的 客户 您 尾号 1111 的 信用卡 已于 1111 年 11 月 11 日 11   11   11 交易 密码 设置 成功 会员 快捷 签约 成功 交易 凭密 设置 成功 如 有 疑问 可拨打 客服
INCOME,SUCCESS,INCOME,浦发银行】合作信用卡账户于11月11日1111.11:11转入人民币11元您本期人民币账单已还清若有美元欠款请您另行还款,浦发银行 合作信用卡账户于11月11日1111 11 11转入人民币11元您本期人民币账单已还清若有美元欠款请您另行还款,浦发银行   合作 信用卡 账户 于 11 月 11 日 1111   11   11 转入 人民币 11 元 您 本期 人民币 账单 已 还清 若有 美元 欠款 请 您 另行 还款
STATUS,SUCCESS,STATUS,您尾号为1111的浦发银行借记卡交易密码已修改成功浦发银行】,您尾号为1111的浦发银行借记卡交易密码已修改成功浦发银行 ,您 尾号 为 1111 的 浦发银行 借记卡 交易 密码 已 修改 成功 浦发银行  
LOAN,SUCCESS,LOAN,浦发银行】您浦发吉利白金信用卡账户于11月11日已成功办理随借金全额提前结清应还本金1111.11元应付利息11.11元当期账单未还111.11元其中可分期111.11元。请按时全额偿还至您的浦发信用卡以免产生额外费息。,浦发银行 您浦发吉利白金信用卡账户于11月11日已成功办理随借金全额提前结清应还本金1111 11元应付利息11 11元当期账单未还111 11元其中可分期111 11元 请按时全额偿还至您的浦发信用卡以免产生额外费息 ,浦发银行   您 浦发 吉利 白金 信用卡 账户 于 11 月 11 日 已 成功 办理 随借金 全额 提前 结清 应 还 本金 1111   11 元 应付 利息 11   11 元 当期 账单 未 还 111   11 元 其中 可 分期 111   11 元   请 按时 全额 偿还 至 您 的 浦发 信用卡 以免 产生 额外 费息  
LOAN,SUCCESS,LOAN,浦发银行】您浦发吉利白金信用卡账户于11月11日已成功办理随借金全额提前结清应还本金1111.11元应付利息11.11元剩余未还随借金本金111.11元当期账单未还金额111.11元。请按时全额偿还至您的浦发信用卡。,浦发银行 您浦发吉利白金信用卡账户于11月11日已成功办理随借金全额提前结清应还本金1111 11元应付利息11 11元剩余未还随借金本金111 11元当期账单未还金额111 11元 请按时全额偿还至您的浦发信用卡 ,浦发银行   您 浦发 吉利 白金 信用卡 账户 于 11 月 11 日 已 成功 办理 随借金 全额 提前 结清 应 还 本金 1111   11 元 应付 利息 11   11 元 剩余 未 还 随 借金 本金 111   11 元 当期 账单 未 还 金额 111   11 元   请 按时 全额 偿还 至 您 的 浦发 信用卡  
INCOME,SUCCESS,INCOME,浦发银行】尊敬的客户您尾号1111的信用卡账户内已补记人民币1111.11的还款请您及时核对详见浦发银行信用卡中心官方网站-在线账户服务。,浦发银行 尊敬的客户您尾号1111的信用卡账户内已补记人民币1111 11的还款请您及时核对详见浦发银行信用卡中心官方网站 在线账户服务 ,浦发银行   尊敬 的 客户 您 尾号 1111 的 信用卡 账户 内 已 补记 人民币 1111   11 的 还款 请 您 及时 核对 详见 浦发银行 信用卡 中心 官方网站   在线 账户 服务  
INCOME,SUCCESS,INCOME,浦发银行】尊敬的客户您尾号1111的所属账户的信用卡账户内已补记人民币1111.11的还款请您及时核对详见浦发银行信用卡中心官方网站-在线账户服务。,浦发银行 尊敬的客户您尾号1111的所属账户的信用卡账户内已补记人民币1111 11的还款请您及时核对详见浦发银行信用卡中心官方网站 在线账户服务 ,浦发银行   尊敬 的 客户 您 尾号 1111 的 所属 账户 的 信用卡 账户 内 已 补记 人民币 1111   11 的 还款 请 您 及时 核对 详见 浦发银行 信用卡 中心 官方网站   在线 账户 服务  
PAYOUT,SUCCESS,PAYOUT,浦发银行】尊敬的客户您尾号1111的信用卡账户内已补记人民币1111.11的交易款请您及时核对详见浦发银行信用卡中心官方网站-在线账户服务。,浦发银行 尊敬的客户您尾号1111的信用卡账户内已补记人民币1111 11的交易款请您及时核对详见浦发银行信用卡中心官方网站 在线账户服务 ,浦发银行   尊敬 的 客户 您 尾号 1111 的 信用卡 账户 内 已 补记 人民币 1111   11 的 交易 款 请 您 及时 核对 详见 浦发银行 信用卡 中心 官方网站   在线 账户 服务  
PAYOUT,SUCCESS,PAYOUT,浦发银行】尊敬的客户您尾号1111的所属账户的信用卡账户内已补记人民币1111.11的交易款请您及时核对详见浦发银行信用卡中心官方网站-在线账户服务。,浦发银行 尊敬的客户您尾号1111的所属账户的信用卡账户内已补记人民币1111 11的交易款请您及时核对详见浦发银行信用卡中心官方网站 在线账户服务 ,浦发银行   尊敬 的 客户 您 尾号 1111 的 所属 账户 的 信用卡 账户 内 已 补记 人民币 1111   11 的 交易 款 请 您 及时 核对 详见 浦发银行 信用卡 中心 官方网站   在线 账户 服务  
INCOME,SUCCESS,INCOME,浦发银行】您的浦发公务卡本次还款金额人民币8888.88元您本期账单全额欠款已还清。,浦发银行 您的浦发公务卡本次还款金额人民币8888 88元您本期账单全额欠款已还清 ,浦发银行   您 的 浦发 公务 卡 本次 还款 金额 人民币 8888   88 元 您 本期 账单 全额 欠款 已 还清  
STATUS,SUCCESS,STATUS,尊敬的客户您的浦发银行电子账户开户成功尾号为8888开户网点为浦发北京三里屯支行。因您上传的身份证图片未通过系统自动审核账户功能暂时受限。我行将对证件图片进行人工审核审核结果将以短信形式告知。您也可在浦发银行手机客户端通过直销银行身份证上传功能再次上浦发银行】,尊敬的客户您的浦发银行电子账户开户成功尾号为8888开户网点为浦发北京三里屯支行 因您上传的身份证图片未通过系统自动审核账户功能暂时受限 我行将对证件图片进行人工审核审核结果将以短信形式告知 您也可在浦发银行手机客户端通过直销银行身份证上传功能再次上浦发银行 ,尊敬 的 客户 您 的 浦发银行 电子 账户 开户 成功 尾号 为 8888 开户 网点 为 浦发 北京 三里屯 支行   因 您 上传 的 身份证 图片 未 通过 系统 自动 审核 账户 功能 暂时 受限   我行 将 对 证件 图片 进行 人工 审核 审核 结果 将 以 短信 形式 告知   您 也 可 在 浦发银行 手机 客户端 通过 直销 银行 身份证 上传 功能 再次 上 浦发银行  
,IGNORE,IGNORE,尊敬的客户您的精英e贷广州）申请已审批通过本次贷款金额88万元欢迎确认签约。浦发银行】,尊敬的客户您的精英e贷广州 申请已审批通过本次贷款金额88万元欢迎确认签约 浦发银行 ,尊敬 的 客户 您 的 精英 e 贷 广州   申请 已 审批 通过 本次 贷款 金额 88 万元 欢迎 确认 签约   浦发银行  
INCOME,SUCCESS,INCOME,浦发银行】您的浦发信用卡个人信用卡账户于8月8日88:88（SHILLADFS）消费韩圆88888元已经撤销,浦发银行 您的浦发信用卡个人信用卡账户于8月8日88 88 SHILLADFS 消费韩圆88888元已经撤销,浦发银行   您 的 浦发 信用卡 个人 信用卡 账户 于 8 月 8 日 88   88   SHILLADFS   消费 韩圆 88888 元 已经 撤销
OVERDUES,SUCCESS,OVERDUES,尊敬的张磊先生您的浦发银行信用卡账款已过最后还款日请您尽快还款。当前欠款总额人民币888元最低还款额人民币333元。咨询,尊敬的张磊先生您的浦发银行信用卡账款已过最后还款日请您尽快还款 当前欠款总额人民币888元最低还款额人民币333元 咨询,尊敬 的 张磊 先生 您 的 浦发银行 信用卡 账款 已过 最后 还款 日 请 您 尽快 还款   当前 欠款 总额 人民币 888 元 最低 还款额 人民币 333 元   咨询
INCOME,SUCCESS,INCOME,浦发银行】您浦发银行个人信用卡账户88月88日88:88自动转账还款人民币实还8.88。您本期账单剩余欠款可登录浦大喜奔APP进行查询并还款手续费全免实时到账下载请戳t,浦发银行 您浦发银行个人信用卡账户88月88日88 88自动转账还款人民币实还8 88 您本期账单剩余欠款可登录浦大喜奔APP进行查询并还款手续费全免实时到账下载请戳t,浦发银行   您 浦发银行 个人 信用卡 账户 88 月 88 日 88   88 自动 转账 还款 人民币 实 还 8   88   您 本期 账单 剩余 欠款 可 登录 浦 大喜 奔 APP 进行 查询 并 还款 手续 费全免 实时 到 账 下载 请 戳 t
INCOME,SUCCESS,INCOME,浦发银行】您浦发银行吉利白金信用卡账户11月11日11:11自动转账还款人民币实还1.11。本期账单已还清,浦发银行 您浦发银行吉利白金信用卡账户11月11日11 11自动转账还款人民币实还1 11 本期账单已还清,浦发银行   您 浦发银行 吉利 白金 信用卡 账户 11 月 11 日 11   11 自动 转账 还款 人民币 实 还 1   11   本期 账单 已 还清
INCOME,SUCCESS,INCOME,浦发银行】您浦发银行吉利白金信用卡账户1111年11月11日11:11自动转账还款人民币实还1.11元。不足部分我行将在11月11日重新发起扣款请确保账户内有足够余额可供扣款。详洽卡背面服务热线。,浦发银行 您浦发银行吉利白金信用卡账户1111年11月11日11 11自动转账还款人民币实还1 11元 不足部分我行将在11月11日重新发起扣款请确保账户内有足够余额可供扣款 详洽卡背面服务热线 ,浦发银行   您 浦发银行 吉利 白金 信用卡 账户 1111 年 11 月 11 日 11   11 自动 转账 还款 人民币 实 还 1   11 元   不足 部分 我行 将 在 11 月 11 日 重新 发起 扣款 请 确保 账户 内有 足够 余额 可 供 扣款   详洽 卡 背面 服务 热线  
PAYOUT,SUCCESS,PAYOUT,尊敬的客户您尾号8888浦发信用卡于88月88日88:88消费人民币88888.88元小浦安心刷平台提供卡片交易功能及交易限额设置就是这么安全赶紧登录浦发银行信用卡官方微信或浦大喜奔APP输入“安心刷”对您的卡片进行操作。浦发银行】,尊敬的客户您尾号8888浦发信用卡于88月88日88 88消费人民币88888 88元小浦安心刷平台提供卡片交易功能及交易限额设置就是这么安全赶紧登录浦发银行信用卡官方微信或浦大喜奔APP输入 安心刷 对您的卡片进行操作 浦发银行 ,尊敬 的 客户 您 尾号 8888 浦发 信用卡 于 88 月 88 日 88   88 消费 人民币 88888   88 元小浦 安心 刷 平台 提供 卡片 交易 功能 及 交易 限额 设置 就是 这么 安全 赶紧 登录 浦发银行 信用卡 官方 微信 或浦 大喜 奔 APP 输入   安心 刷   对 您 的 卡片 进行 操作   浦发银行  
PAYOUT,SUCCESS,PAYOUT,尊敬的客户您尾号8888浦发信用卡于88月88日88:88消费人民币88888.88元小浦安心刷平台提供卡片交易功能及交易限Tt8即刻前往办理消费分期申请结果以审批为准。浦发银行】额设置就是这么安全赶紧登录浦发银行信用卡官方微信或浦大喜奔APP输入“安心刷”对您的卡片进行操作。浦发银行】,尊敬的客户您尾号8888浦发信用卡于88月88日88 88消费人民币88888 88元小浦安心刷平台提供卡片交易功能及交易限Tt8即刻前往办理消费分期申请结果以审批为准 浦发银行 额设置就是这么安全赶紧登录浦发银行信用卡官方微信或浦大喜奔APP输入 安心刷 对您的卡片进行操作 浦发银行 ,尊敬 的 客户 您 尾号 8888 浦发 信用卡 于 88 月 88 日 88   88 消费 人民币 88888   88 元小浦 安心 刷 平台 提供 卡片 交易 功能 及 交易 限 Tt8 即刻 前往 办理 消费 分期 申请 结果 以 审批 为准   浦发银行   额 设置 就是 这么 安全 赶紧 登录 浦发银行 信用卡 官方 微信 或浦 大喜 奔 APP 输入   安心 刷   对 您 的 卡片 进行 操作   浦发银行  
PAYOUT,SUCCESS,PAYOUT,尊敬的用户您尾号0643浦发信用卡于10月05日16:42消费人民币14999.00元小浦安心刷平台提供卡片交易功能及交易限额设置就是这么安全赶紧登陆”浦发银行信用卡”官方微信输入“安心刷”对您的卡片进行操作。浦发银行】,尊敬的用户您尾号0643浦发信用卡于10月05日16 42消费人民币14999 00元小浦安心刷平台提供卡片交易功能及交易限额设置就是这么安全赶紧登陆 浦发银行信用卡 官方微信输入 安心刷 对您的卡片进行操作 浦发银行 ,尊敬 的 用户 您 尾号 0643 浦发 信用卡 于 10 月 05 日 16   42 消费 人民币 14999   00 元小浦 安心 刷 平台 提供 卡片 交易 功能 及 交易 限额 设置 就是 这么 安全 赶紧 登陆   浦发银行 信用卡   官方 微信 输入   安心 刷   对 您 的 卡片 进行 操作   浦发银行  
PAYOUT,SUCCESS,PAYOUT,尊敬的客户您尾号8888卡已成功支付金额为8.88元的ETC通行费。浦发银行】,尊敬的客户您尾号8888卡已成功支付金额为8 88元的ETC通行费 浦发银行 ,尊敬 的 客户 您 尾号 8888 卡已 成功 支付 金额 为 8   88 元 的 ETC 通行费   浦发银行  
INCOME,SUCCESS,INCOME,浦发银行】尊敬的李红女士您的浦发个人信用卡账户于2月2日12:12转入人民币888元本期人民币账单已还清,浦发银行 尊敬的李红女士您的浦发个人信用卡账户于2月2日12 12转入人民币888元本期人民币账单已还清,浦发银行   尊敬 的 李红 女士 您 的 浦发 个人 信用卡 账户 于 2 月 2 日 12   12 转入 人民币 888 元 本期 人民币 账单 已 还清
,IGNORE,IGNORE,您尾号为4562的浦发信用卡已于近期寄出请留意查收。若尚未收到卡片请联系我行客服,您尾号为4562的浦发信用卡已于近期寄出请留意查收 若尚未收到卡片请联系我行客服,您 尾号 为 4562 的 浦发 信用卡 已 于 近期 寄出 请 留意 查收   若 尚未 收到 卡片 请 联系 我行 客服
STATUS,SUCCESS,STATUS,浦发银行】尊敬的客户您名下浦发信用卡账户已注销成功如有疑问请详询卡背面热线。,浦发银行 尊敬的客户您名下浦发信用卡账户已注销成功如有疑问请详询卡背面热线 ,浦发银行   尊敬 的 客户 您 名下 浦发 信用卡 账户 已 注销 成功 如 有 疑问请 详询 卡 背面 热线  
STATUS,SUCCESS,STATUS,浦发信用卡】尊敬的客户您尾号8888的信用卡已于8888年88月88日88:88:88信用卡激活成功交易密码设置成功会员快捷签约成功交易凭密设置成功如有疑问可拨打客服,浦发信用卡 尊敬的客户您尾号8888的信用卡已于8888年88月88日88 88 88信用卡激活成功交易密码设置成功会员快捷签约成功交易凭密设置成功如有疑问可拨打客服,浦发 信用卡   尊敬 的 客户 您 尾号 8888 的 信用卡 已于 8888 年 88 月 88 日 88   88   88 信用卡 激活 成功 交易 密码 设置 成功 会员 快捷 签约 成功 交易 凭密 设置 成功 如 有 疑问 可拨打 客服
PAYOUT,SUCCESS,PAYOUT,您NX.88.88.88.88.888】88888888日营业款888.88元。系统从您卡代收888.88元。浦发银行】,您NX 88 88 88 88 888 88888888日营业款888 88元 系统从您卡代收888 88元 浦发银行 ,您 NX   88   88   88   88   888   88888888 日 营业 款 888   88 元   系统 从 您 卡 代收 888   88 元   浦发银行  
OVERDUES,SUCCESS,OVERDUES,尊敬的骆继兴先生您的浦发银行信用卡欠款已过最后还款日当前欠款总额人民币333元最低还款额人民币444元。,尊敬的骆继兴先生您的浦发银行信用卡欠款已过最后还款日当前欠款总额人民币333元最低还款额人民币444元 ,尊敬 的 骆继兴 先生 您 的 浦发银行 信用卡 欠款 已过 最后 还款 日 当前 欠款 总额 人民币 333 元 最低 还款额 人民币 444 元  
INCOME,SUCCESS,INCOME,浦发银行】您浦发银行个人信用卡账户8888年88月88日88:88自动转账还款人民币实还8.88元。不足部分我行将在88月88日重新,浦发银行 您浦发银行个人信用卡账户8888年88月88日88 88自动转账还款人民币实还8 88元 不足部分我行将在88月88日重新,浦发银行   您 浦发银行 个人 信用卡 账户 8888 年 88 月 88 日 88   88 自动 转账 还款 人民币 实 还 8   88 元   不足 部分 我行 将 在 88 月 88 日 重新
INCOME,SUCCESS,INCOME,浦发银行】您浦发银行个人信用卡账户8888年88月88日88:88自动转账还款人民币实还8.88元。不足部分我行将在88月88日重新发起扣款请确保账户内有足够余额可供扣款。详洽卡背面服务热线。,浦发银行 您浦发银行个人信用卡账户8888年88月88日88 88自动转账还款人民币实还8 88元 不足部分我行将在88月88日重新发起扣款请确保账户内有足够余额可供扣款 详洽卡背面服务热线 ,浦发银行   您 浦发银行 个人 信用卡 账户 8888 年 88 月 88 日 88   88 自动 转账 还款 人民币 实 还 8   88 元   不足 部分 我行 将 在 88 月 88 日 重新 发起 扣款 请 确保 账户 内有 足够 余额 可 供 扣款   详洽 卡 背面 服务 热线  
LOAN,SUCCESS,LOAN,浦发银行】您浦发个人信用卡账户于88月88日已成功办理随借金全额提前结清应还本金8888.88元应付利息88.88元当期账单未还888.88元其中可分期888.88元。请按时全额偿还至您的浦发信用卡。若您还有已出账单未还欠款或未出账单中万用金和汽车分期等专项分期提前结清产生的欠款/待续,浦发银行 您浦发个人信用卡账户于88月88日已成功办理随借金全额提前结清应还本金8888 88元应付利息88 88元当期账单未还888 88元其中可分期888 88元 请按时全额偿还至您的浦发信用卡 若您还有已出账单未还欠款或未出账单中万用金和汽车分期等专项分期提前结清产生的欠款 待续,浦发银行   您 浦发 个人 信用卡 账户 于 88 月 88 日 已 成功 办理 随借金 全额 提前 结清 应 还 本金 8888   88 元 应付 利息 88   88 元 当期 账单 未 还 888   88 元 其中 可 分期 888   88 元   请 按时 全额 偿还 至 您 的 浦发 信用卡   若 您 还有 已出 账单 未 还 欠款 或 未出 账单 中万用 金 和 汽车 分期 等 专项 分期 提前 结清 产生 的 欠款   待续
BILLREMIND,SUCCESS,BILLREMIND,浦发银行】本期账单剩余还需还款金额888.88元请依账单按时还款。分期业务条款可点击http://t,浦发银行 本期账单剩余还需还款金额888 88元请依账单按时还款 分期业务条款可点击http t,浦发银行   本期 账单 剩余 还 需 还款 金额 888   88 元 请 依 账单 按时 还款   分期 业务 条款 可 点击 http   t
,IGNORE,IGNORE,尊敬的客户您尾号5852的浦发信用卡于01月22日已成功申请万用金,尊敬的客户您尾号5852的浦发信用卡于01月22日已成功申请万用金,尊敬 的 客户 您 尾号 5852 的 浦发 信用卡 于 01 月 22 日 已 成功 申请 万用 金
